orderId,username,productId,productName,fullName,phone,email,zip,street,city,state,price,creditNo,buyId,deliveryMethod,pickupLocation,quantity,createTime
24,1,14,WOOD CARVING TOOL SET,Nicola Castanon,3129986739,NicolaCastanon@gmail.com,60618,3681 Oakmound Road,Chicago,IL,22.99,5500 4000 0000 4907,215208,delivery,Null,1,12/3/20 21:52
25,2,1,hammer,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,10.99,9476 2846 1832 1129,215317,delivery,Null,1,12/3/20 21:53
26,2,6,Wood Markers,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,7.99,9476 2846 1832 1129,215317,delivery,Null,1,12/3/20 21:53
27,2,9,Moving Kit,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,12.98,9476 2846 1832 1129,215317,delivery,Null,1,12/3/20 21:53
28,2,12,Floor Repair,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,22.99,9476 2846 1832 1129,215317,delivery,Null,1,12/3/20 21:53
29,2,13,Taping Knife,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,9.99,9476 2846 1832 1129,215317,delivery,Null,1,12/3/20 21:53
30,2,8,Anti-tip Wall Anchor Kit,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,11.99,9476 2846 1832 1129,215331,delivery,Null,1,12/3/20 21:53
31,2,9,Moving Kit,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,12.98,9476 2846 1832 1129,215331,delivery,Null,1,12/3/20 21:53
32,2,5,Self-Adhesive Leather,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,14.98,9476 2846 1832 1129,215339,delivery,Null,1,12/3/20 21:53
33,2,6,Wood Markers,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,7.99,9476 2846 1832 1129,215349,delivery,Null,1,12/3/20 21:53
34,2,3,pliers,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,12.99,9476 2846 1832 1129,220159,pickup,8331 S Stewart Ave,1,12/3/20 22:01
35,2,6,Wood Markers,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,7.99,9476 2846 1832 1129,220159,pickup,8331 S Stewart Ave,1,12/3/20 22:01
36,2,2,shovel,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,12.99,9476 2846 1832 1129,221944,pickup,8331 S Stewart Ave,1,12/3/20 22:19
37,2,9,Moving Kit,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,12.98,9476 2846 1832 1129,221944,pickup,8331 S Stewart Ave,1,12/3/20 22:19
38,2,10,Furniture Strap,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,8.99,9476 2846 1832 1129,221944,pickup,8331 S Stewart Ave,1,12/3/20 22:19
39,2,12,Floor Repair,Sarah Radovic,3127085984,SarahRadovic@gmail.com,60615,234 East 55th st,Chicago,IL,22.99,9476 2846 1832 1129,221944,pickup,8331 S Stewart Ave,1,12/3/20 22:19
40,3,8,Anti-tip Wall Anchor Kit,Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,35.97,8735 0347 2340 3442,222121,delivery,Null,3,12/3/20 22:21
41,3,10,Furniture Strap,Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,8.99,8735 0347 2340 3442,222121,delivery,Null,1,12/3/20 22:21
42,3,11,"Screws and Nuts, 1440PCS",Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,19.99,8735 0347 2340 3442,222121,delivery,Null,1,12/3/20 22:21
43,3,3,pliers,Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,12.99,8735 0347 2340 3442,222143,pickup,10900 S Doty Ave,1,12/3/20 22:21
44,3,7,Furniture Anti-Tip Kit,Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,21.98,8735 0347 2340 3442,222143,pickup,10900 S Doty Ave,1,12/3/20 22:21
45,3,14,WOOD CARVING TOOL SET,Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,22.99,8735 0347 2340 3442,222143,pickup,10900 S Doty Ave,1,12/3/20 22:21
46,3,3,pliers,Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,12.99,8735 0347 2340 3442,223054,pickup,10900 S Doty Ave,1,12/3/20 22:30
47,3,4,Knot Filling & Wood Repair Kit,Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,170,8735 0347 2340 3442,223054,pickup,10900 S Doty Ave,1,12/3/20 22:30
48,3,11,"Screws and Nuts, 1440PCS",Alex Buel,3128659937,AlexBuel@gmail.com,60616,4471 Tator Patch Road,Chicago,IL,19.99,8735 0347 2340 3442,223054,pickup,10900 S Doty Ave,1,12/3/20 22:30
49,4,1,hammer,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,10.99,7465 2398 2004 2931,223154,delivery,Null,1,12/3/20 22:31
50,4,4,Knot Filling & Wood Repair Kit,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,170,7465 2398 2004 2931,223154,delivery,Null,1,12/3/20 22:31
51,4,10,Furniture Strap,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,8.99,7465 2398 2004 2931,223154,delivery,Null,1,12/3/20 22:31
52,4,11,"Screws and Nuts, 1440PCS",Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,19.99,7465 2398 2004 2931,223154,delivery,Null,1,12/3/20 22:31
53,4,12,Floor Repair,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,22.99,7465 2398 2004 2931,223154,delivery,Null,1,12/3/20 22:31
54,4,13,Taping Knife,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,19.98,7465 2398 2004 2931,223154,delivery,Null,2,12/3/20 22:31
55,4,1,hammer,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,10.99,7465 2398 2004 2931,223421,delivery,Null,1,12/3/20 22:34
56,4,7,Furniture Anti-Tip Kit,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,21.98,7465 2398 2004 2931,223421,delivery,Null,1,12/3/20 22:34
57,4,10,Furniture Strap,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,8.99,7465 2398 2004 2931,225446,delivery,Null,1,12/3/20 22:54
58,4,2,shovel,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,12.99,7465 2398 2004 2931,225505,delivery,Null,1,12/3/20 22:55
59,4,9,Moving Kit,Edgar Haroop,3128769937,EdgarHaroop@gmail.com,60615,10 West 93rd st,Chicago,IL,12.98,7465 2398 2004 2931,225518,delivery,Null,1,12/3/20 22:55
60,5,8,Anti-tip Wall Anchor Kit,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,11.99,3476 1237 8317 2983,120809,delivery,Null,1,12/4/20 12:08
61,5,11,"Screws and Nuts, 1440PCS",Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,19.99,3476 1237 8317 2983,120809,delivery,Null,1,12/4/20 12:08
62,5,6,Wood Markers,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,7.99,3476 1237 8317 2983,120826,delivery,Null,1,12/4/20 12:08
63,5,7,Furniture Anti-Tip Kit,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,21.98,3476 1237 8317 2983,120826,delivery,Null,1,12/4/20 12:08
64,5,10,Furniture Strap,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,8.99,3476 1237 8317 2983,120826,delivery,Null,1,12/4/20 12:08
65,5,8,Anti-tip Wall Anchor Kit,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,11.99,3476 1237 8317 2983,120852,pickup,8331 S Stewart Ave,1,12/4/20 12:08
66,5,9,Moving Kit,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,12.98,3476 1237 8317 2983,120852,pickup,8331 S Stewart Ave,1,12/4/20 12:08
67,5,11,"Screws and Nuts, 1440PCS",Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,39.98,3476 1237 8317 2983,120852,pickup,8331 S Stewart Ave,2,12/4/20 12:08
68,5,12,Floor Repair,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,22.99,3476 1237 8317 2983,120852,pickup,8331 S Stewart Ave,1,12/4/20 12:08
69,5,2,shovel,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,12.99,3476 1237 8317 2983,120951,delivery,Null,1,12/4/20 12:09
70,5,2,shovel,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,12.99,3476 1237 8317 2983,121522,pickup,8331 S Stewart Ave,1,12/4/20 12:15
71,5,9,Moving Kit,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,12.98,3476 1237 8317 2983,121522,pickup,8331 S Stewart Ave,1,12/4/20 12:15
72,5,4,Knot Filling & Wood Repair Kit,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,170,3476 1237 8317 2983,121540,delivery,Null,1,12/4/20 12:15
73,5,5,Self-Adhesive Leather,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,14.98,3476 1237 8317 2983,121540,delivery,Null,1,12/4/20 12:15
74,5,9,Moving Kit,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,12.98,3476 1237 8317 2983,121540,delivery,Null,1,12/4/20 12:15
75,5,14,WOOD CARVING TOOL SET,Cary Mcenaney,3124458785,CaryMcenaney@gmail.com,60605,4725 John Calvin Drive,Chicago,IL,45.98,3476 1237 8317 2983,121816,delivery,Null,2,12/4/20 12:18
76,6,11,"Screws and Nuts, 1440PCS",Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,19.99,2376 2938 1293 2378,121930,delivery,Null,1,12/4/20 12:19
77,6,1,hammer,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,10.99,2376 2938 1293 2378,121957,pickup,201 N Nellis Blvd,1,12/4/20 12:19
78,6,2,shovel,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,12.99,2376 2938 1293 2378,121957,pickup,201 N Nellis Blvd,1,12/4/20 12:19
79,6,4,Knot Filling & Wood Repair Kit,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,170,2376 2938 1293 2378,121957,pickup,201 N Nellis Blvd,1,12/4/20 12:19
80,6,6,Wood Markers,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,7.99,2376 2938 1293 2378,121957,pickup,201 N Nellis Blvd,1,12/4/20 12:19
81,6,8,Anti-tip Wall Anchor Kit,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,11.99,2376 2938 1293 2378,121957,pickup,201 N Nellis Blvd,1,12/4/20 12:19
82,6,12,Floor Repair,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,22.99,2376 2938 1293 2378,121957,pickup,201 N Nellis Blvd,1,12/4/20 12:19
83,6,13,Taping Knife,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,9.99,2376 2938 1293 2378,121957,pickup,201 N Nellis Blvd,1,12/4/20 12:19
84,6,14,WOOD CARVING TOOL SET,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,22.99,2376 2938 1293 2378,121957,pickup,201 N Nellis Blvd,1,12/4/20 12:19
85,6,1,hammer,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,10.99,2376 2938 1293 2378,122112,delivery,Null,1,12/4/20 12:21
86,6,2,shovel,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,12.99,2376 2938 1293 2378,122112,delivery,Null,1,12/4/20 12:21
87,6,3,pliers,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,12.99,2376 2938 1293 2378,122112,delivery,Null,1,12/4/20 12:21
88,6,14,WOOD CARVING TOOL SET,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,22.99,2376 2938 1293 2378,122112,delivery,Null,1,12/4/20 12:21
89,6,6,Wood Markers,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,15.98,2376 2938 1293 2378,122255,delivery,Null,2,12/4/20 12:22
90,6,7,Furniture Anti-Tip Kit,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,21.98,2376 2938 1293 2378,122255,delivery,Null,1,12/4/20 12:22
91,6,8,Anti-tip Wall Anchor Kit,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,11.99,2376 2938 1293 2378,122255,delivery,Null,1,12/4/20 12:22
92,6,10,Furniture Strap,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,8.99,2376 2938 1293 2378,122255,delivery,Null,1,12/4/20 12:22
93,6,11,"Screws and Nuts, 1440PCS",Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,19.99,2376 2938 1293 2378,122255,delivery,Null,1,12/4/20 12:22
94,6,12,Floor Repair,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,22.99,2376 2938 1293 2378,122255,delivery,Null,1,12/4/20 12:22
95,6,13,Taping Knife,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,9.99,2376 2938 1293 2378,122255,delivery,Null,1,12/4/20 12:22
96,6,3,pliers,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,12.99,2376 2938 1293 2378,122612,delivery,Null,1,12/4/20 12:26
97,6,4,Knot Filling & Wood Repair Kit,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,170,2376 2938 1293 2378,122612,delivery,Null,1,12/4/20 12:26
98,6,10,Furniture Strap,Torri Pettway,3128774486,TorriPettway@gmail.com,60610,1137 Nash Street,Chicago,IL,8.99,2376 2938 1293 2378,122612,delivery,Null,1,12/4/20 12:26
99,7,13,Taping Knife,Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,9.99,8642 1923 0374 2446,122705,delivery,Null,1,12/4/20 12:27
100,7,1,hammer,Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,10.99,8642 1923 0374 2446,122731,pickup,3705 E South St,1,12/4/20 12:27
101,7,4,Knot Filling & Wood Repair Kit,Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,170,8642 1923 0374 2446,122731,pickup,3705 E South St,1,12/4/20 12:27
102,7,5,Self-Adhesive Leather,Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,14.98,8642 1923 0374 2446,122731,pickup,3705 E South St,1,12/4/20 12:27
103,7,8,Anti-tip Wall Anchor Kit,Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,23.98,8642 1923 0374 2446,122731,pickup,3705 E South St,2,12/4/20 12:27
104,7,10,Furniture Strap,Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,8.99,8642 1923 0374 2446,122731,pickup,3705 E South St,1,12/4/20 12:27
105,7,11,"Screws and Nuts, 1440PCS",Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,19.99,8642 1923 0374 2446,122731,pickup,3705 E South St,1,12/4/20 12:27
106,7,12,Floor Repair,Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,22.99,8642 1923 0374 2446,122731,pickup,3705 E South St,1,12/4/20 12:27
107,7,14,WOOD CARVING TOOL SET,Marceline Westfield,3124469852,MarcelineWestfield@gmail.com,60620,2795 Vesta Drive,Chicago,IL,22.99,8642 1923 0374 2446,122731,pickup,3705 E South St,1,12/4/20 12:27
